ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,content
0449221482,J Is for Judgment,Sue Grafton,1999.0,Fawcett Books,http://images.amazon.com/images/P/0449221482.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221482.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221482.01.LZZZZZZZ.jpg,J Is for Judgment Sue Grafton Fawcett Books
0553279912,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987.0,Bantam,http://images.amazon.com/images/P/0553279912.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279912.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279912.01.LZZZZZZZ.jpg,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)) SUE GRAFTON Bantam
0345353145,Sphere,MICHAEL CRICHTON,1988.0,Ballantine Books,http://images.amazon.com/images/P/0345353145.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345353145.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345353145.01.LZZZZZZZ.jpg,Sphere MICHAEL CRICHTON Ballantine Books
0446516538,Slow Waltz in Cedar Bend,Robert James Waller,1993.0,Warner Books,http://images.amazon.com/images/P/0446516538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446516538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446516538.01.LZZZZZZZ.jpg,Slow Waltz in Cedar Bend Robert James Waller Warner Books
0440214041,The Pelican Brief,John Grisham,1993.0,Dell,http://images.amazon.com/images/P/0440214041.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440214041.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440214041.01.LZZZZZZZ.jpg,The Pelican Brief John Grisham Dell
0140298479,Bridget Jones: The Edge of Reason,Helen Fielding,2001.0,Penguin Books,http://images.amazon.com/images/P/0140298479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140298479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140298479.01.LZZZZZZZ.jpg,Bridget Jones: The Edge of Reason Helen Fielding Penguin Books
0786889020,Don't Stand Too Close to a Naked Man,Tim Allen,1995.0,Hyperion,http://images.amazon.com/images/P/0786889020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786889020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786889020.01.LZZZZZZZ.jpg,Don't Stand Too Close to a Naked Man Tim Allen Hyperion
0345337662,Interview with the Vampire,Anne Rice,1993.0,Ballantine Books,http://images.amazon.com/images/P/0345337662.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345337662.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345337662.01.LZZZZZZZ.jpg,Interview with the Vampire Anne Rice Ballantine Books
0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993.0,Ballantine Books,http://images.amazon.com/images/P/0345351525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345351525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345351525.01.LZZZZZZZ.jpg,The Queen of the Damned (Vampire Chronicles (Paperback)) Anne Rice Ballantine Books
0449003787,"""\O\"""" Is for Outlaw""""""",SUE GRAFTON,2001.0,Ballantine Books,http://images.amazon.com/images/P/0449003787.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449003787.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449003787.01.LZZZZZZZ.jpg,"""\O\"""" Is for Outlaw"""""" SUE GRAFTON Ballantine Books"
0385265700,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990.0,Anchor,http://images.amazon.com/images/P/0385265700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385265700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385265700.01.LZZZZZZZ.jpg,The Book of Ruth (Oprah's Book Club (Paperback)) Jane Hamilton Anchor
1573229326,How to Be Good,Nick Hornby,2002.0,Riverhead Books,http://images.amazon.com/images/P/1573229326.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573229326.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573229326.01.LZZZZZZZ.jpg,How to Be Good Nick Hornby Riverhead Books
0671617028,The Color Purple,Alice Walker,1985.0,Pocket Books,http://images.amazon.com/images/P/0671617028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671617028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671617028.01.LZZZZZZZ.jpg,The Color Purple Alice Walker Pocket Books
0446605239,The Notebook,Nicholas Sparks,1998.0,Warner Books,http://images.amazon.com/images/P/0446605239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605239.01.LZZZZZZZ.jpg,The Notebook Nicholas Sparks Warner Books
0553295977,Carnal Innocence,Nora Roberts,1992.0,Bantam Books,http://images.amazon.com/images/P/0553295977.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553295977.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553295977.01.LZZZZZZZ.jpg,Carnal Innocence Nora Roberts Bantam Books
0743224574,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar,2001.0,Simon &amp; Schuster,http://images.amazon.com/images/P/0743224574.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743224574.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743224574.01.LZZZZZZZ.jpg,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash Sylvia Nasar Simon &amp; Schuster
0671004549,You Belong To Me,Mary Higgins Clark,1999.0,Pocket Books,http://images.amazon.com/images/P/0671004549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004549.01.LZZZZZZZ.jpg,You Belong To Me Mary Higgins Clark Pocket Books
0802139256,Peace Like a River,Leif Enger,2002.0,Grove Press,http://images.amazon.com/images/P/0802139256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802139256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802139256.01.LZZZZZZZ.jpg,Peace Like a River Leif Enger Grove Press
055356160X,Cry Wolf,TAMI HOAG,1993.0,Bantam,http://images.amazon.com/images/P/055356160X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055356160X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055356160X.01.LZZZZZZZ.jpg,Cry Wolf TAMI HOAG Bantam
0385335830,Diary of a Mad Bride (Summer Display Opportunity),Laura Wolf,2002.0,Delta,http://images.amazon.com/images/P/0385335830.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335830.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335830.01.LZZZZZZZ.jpg,Diary of a Mad Bride (Summer Display Opportunity) Laura Wolf Delta
0515130389,Carolina Moon,Nora Roberts,2001.0,Jove Books,http://images.amazon.com/images/P/0515130389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515130389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515130389.01.LZZZZZZZ.jpg,Carolina Moon Nora Roberts Jove Books
0743412028,Pay It Forward,Catherine Ryan Hyde,2000.0,Pocket,http://images.amazon.com/images/P/0743412028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743412028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743412028.01.LZZZZZZZ.jpg,Pay It Forward Catherine Ryan Hyde Pocket
051513287X,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002.0,Jove Books,http://images.amazon.com/images/P/051513287X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051513287X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051513287X.01.LZZZZZZZ.jpg,Face the Fire (Three Sisters Island Trilogy) Nora Roberts Jove Books
0618002219,The Hobbit: or There and Back Again,J.R.R. Tolkien,1999.0,Houghton Mifflin Company,http://images.amazon.com/images/P/0618002219.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618002219.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618002219.01.LZZZZZZZ.jpg,The Hobbit: or There and Back Again J.R.R. Tolkien Houghton Mifflin Company
0060392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002.0,Regan Books,http://images.amazon.com/images/P/0060392452.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060392452.01.LZZZZZZZ.jpg,Stupid White Men ...and Other Sorry Excuses for the State of the Nation! Michael Moore Regan Books
0590353403,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998.0,Scholastic,http://images.amazon.com/images/P/0590353403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590353403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590353403.01.LZZZZZZZ.jpg,Harry Potter and the Sorcerer's Stone (Book 1) J. K. Rowling Scholastic
0312291639,The Nanny Diaries: A Novel,Emma McLaughlin,2003.0,St. Martin's Griffin,http://images.amazon.com/images/P/0312291639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312291639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312291639.01.LZZZZZZZ.jpg,The Nanny Diaries: A Novel Emma McLaughlin St. Martin's Griffin
0684874350,ANGELA'S ASHES,Frank McCourt,1996.0,Scribner,http://images.amazon.com/images/P/0684874350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684874350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684874350.01.LZZZZZZZ.jpg,ANGELA'S ASHES Frank McCourt Scribner
0446611212,Violets Are Blue,James Patterson,2002.0,Warner Vision,http://images.amazon.com/images/P/0446611212.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611212.01.LZZZZZZZ.jpg,Violets Are Blue James Patterson Warner Vision
0440241537,The King of Torts,JOHN GRISHAM,2003.0,Dell,http://images.amazon.com/images/P/0440241537.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241537.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241537.01.LZZZZZZZ.jpg,The King of Torts JOHN GRISHAM Dell
034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993.0,Ballantine Books,http://images.amazon.com/images/P/034538475X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034538475X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034538475X.01.LZZZZZZZ.jpg,The Tale of the Body Thief (Vampire Chronicles (Paperback)) Anne Rice Ballantine Books
0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994.0,Avon,http://images.amazon.com/images/P/0380718340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380718340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380718340.01.LZZZZZZZ.jpg,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)) Patricia D. Cornwell Avon
0451153553,Misery,Stephen King,1988.0,New Amer Library,http://images.amazon.com/images/P/0451153553.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451153553.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451153553.01.LZZZZZZZ.jpg,Misery Stephen King New Amer Library
0142001805,The Eyre Affair: A Novel,Jasper Fforde,2003.0,Penguin Books,http://images.amazon.com/images/P/0142001805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.LZZZZZZZ.jpg,The Eyre Affair: A Novel Jasper Fforde Penguin Books
0425147622,The Body Farm,Patricia Daniels Cornwell,1995.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425147622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.LZZZZZZZ.jpg,The Body Farm Patricia Daniels Cornwell Berkley Publishing Group
0345384369,Intensity,DEAN KOONTZ,1996.0,Ballantine Books,http://images.amazon.com/images/P/0345384369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345384369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345384369.01.LZZZZZZZ.jpg,Intensity DEAN KOONTZ Ballantine Books
034539657X,Dark Rivers of the Heart,Dean R. Koontz,1995.0,Ballantine Books,http://images.amazon.com/images/P/034539657X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034539657X.01.LZZZZZZZ.jpg,Dark Rivers of the Heart Dean R. Koontz Ballantine Books
0425144429,Mr. Murder,Dean R. Koontz,1996.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425144429.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425144429.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425144429.01.LZZZZZZZ.jpg,Mr. Murder Dean R. Koontz Berkley Publishing Group
0312305060,The Hours: A Novel,Michael Cunningham,2002.0,Picador,http://images.amazon.com/images/P/0312305060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312305060.01.LZZZZZZZ.jpg,The Hours: A Novel Michael Cunningham Picador
0399146431,The Bonesetter's Daughter,Amy Tan,2001.0,Putnam Publishing Group,http://images.amazon.com/images/P/0399146431.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399146431.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399146431.01.LZZZZZZZ.jpg,The Bonesetter's Daughter Amy Tan Putnam Publishing Group
0385482388,The Mistress of Spices,Chitra Banerjee Divakaruni,1998.0,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385482388.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385482388.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385482388.01.LZZZZZZZ.jpg,The Mistress of Spices Chitra Banerjee Divakaruni Anchor Books/Doubleday
0375706771,Midwives: A Novel,Chris Bohjalian,1998.0,Vintage,http://images.amazon.com/images/P/0375706771.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375706771.01.LZZZZZZZ.jpg,Midwives: A Novel Chris Bohjalian Vintage
0452260116,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987.0,Plume Books,http://images.amazon.com/images/P/0452260116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452260116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452260116.01.LZZZZZZZ.jpg,Song of Solomon (Oprah's Book Club (Paperback)) Toni Morrison Plume Books
0060987561,I Know This Much Is True,Wally Lamb,1999.0,Regan Books,http://images.amazon.com/images/P/0060987561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987561.01.LZZZZZZZ.jpg,I Know This Much Is True Wally Lamb Regan Books
0312265867,To the Nines: A Stephanie Plum Novel,Janet Evanovich,2003.0,St. Martin's Press,http://images.amazon.com/images/P/0312265867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312265867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312265867.01.LZZZZZZZ.jpg,To the Nines: A Stephanie Plum Novel Janet Evanovich St. Martin's Press
0312150601,Behind the Scenes at the Museum : A Novel,Kate Atkinson,1999.0,Picador,http://images.amazon.com/images/P/0312150601.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312150601.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312150601.01.LZZZZZZZ.jpg,Behind the Scenes at the Museum : A Novel Kate Atkinson Picador
0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion,http://images.amazon.com/images/P/0786881852.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786881852.01.LZZZZZZZ.jpg,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series) Richard Carlson Hyperion
1559029838,Call of the Wild,Jack London,0.0,Selldowns/no More Orders,http://images.amazon.com/images/P/1559029838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559029838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559029838.01.LZZZZZZZ.jpg,Call of the Wild Jack London Selldowns/no More Orders
0446610100,Wish You Well,David Baldacci,2001.0,Warner Books,http://images.amazon.com/images/P/0446610100.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446610100.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446610100.01.LZZZZZZZ.jpg,Wish You Well David Baldacci Warner Books
0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999.0,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312966970.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312966970.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312966970.01.LZZZZZZZ.jpg,Four To Score (A Stephanie Plum Novel) Janet Evanovich St. Martin's Paperbacks
0380002930,Watership Down,Richard Adams,1976.0,Avon,http://images.amazon.com/images/P/0380002930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380002930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380002930.01.LZZZZZZZ.jpg,Watership Down Richard Adams Avon
0312971346,High Five (A Stephanie Plum Novel),Janet Evanovich,2000.0,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312971346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312971346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312971346.01.LZZZZZZZ.jpg,High Five (A Stephanie Plum Novel) Janet Evanovich St. Martin's Paperbacks
0060958022,Five Quarters of the Orange,Joanne Harris,2002.0,Perennial,http://images.amazon.com/images/P/0060958022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060958022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060958022.01.LZZZZZZZ.jpg,Five Quarters of the Orange Joanne Harris Perennial
0375412824,The Dive From Clausen's Pier (Alex Awards),ANN PACKER,2002.0,Knopf,http://images.amazon.com/images/P/0375412824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375412824.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375412824.01.LZZZZZZZ.jpg,The Dive From Clausen's Pier (Alex Awards) ANN PACKER Knopf
1558743669,"""A Child Called \It\"""": One Child's Courage to Survive""""""",Dave Pelzer,1995.0,Health Communications,http://images.amazon.com/images/P/1558743669.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558743669.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558743669.01.LZZZZZZZ.jpg,"""A Child Called \It\"""": One Child's Courage to Survive"""""" Dave Pelzer Health Communications"
0553582135,Final Target,Iris Johansen,2002.0,Bantam Books,http://images.amazon.com/images/P/0553582135.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582135.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582135.01.LZZZZZZZ.jpg,Final Target Iris Johansen Bantam Books
0767907817,Bookends : A Novel,Jane Green,2003.0,Broadway,http://images.amazon.com/images/P/0767907817.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767907817.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767907817.01.LZZZZZZZ.jpg,Bookends : A Novel Jane Green Broadway
0385720106,A Map of the World,Jane Hamilton,1999.0,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385720106.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385720106.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385720106.01.LZZZZZZZ.jpg,A Map of the World Jane Hamilton Anchor Books/Doubleday
0064400581,Julie of the Wolves (Julie of the Wolves),Jean Craighead George,1972.0,HarperTrophy,http://images.amazon.com/images/P/0064400581.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400581.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400581.01.LZZZZZZZ.jpg,Julie of the Wolves (Julie of the Wolves) Jean Craighead George HarperTrophy
0842329218,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2),Tim LaHaye,1997.0,Tyndale House Publishers,http://images.amazon.com/images/P/0842329218.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329218.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329218.01.LZZZZZZZ.jpg,Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2) Tim LaHaye Tyndale House Publishers
0440221471,The Runaway Jury,JOHN GRISHAM,1997.0,Dell,http://images.amazon.com/images/P/0440221471.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221471.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221471.01.LZZZZZZZ.jpg,The Runaway Jury JOHN GRISHAM Dell
0425143325,Without Remorse,Tom Clancy,2004.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425143325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425143325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425143325.01.LZZZZZZZ.jpg,Without Remorse Tom Clancy Berkley Publishing Group
